[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[Map044.json(霧光森林魔法精品商店) | EV005-頁1] ???: 找到棉布魔法帽！
[Map045.json(霧光森林神秘商店) | EV007-頁1] ？？？: ....
[Map045.json(霧光森林神秘商店) | EV007-頁1] ？？？: ....
[Map046.json(王宮中央樞紐) | EV011-頁1] 凱爾: 這裡進去後就是皇座廳了。進去之後可能會有危險。

[Map046.json(王宮中央樞紐) | EV011-頁1] --- 出現選項: ['進去', '再繼續探索一下'] ---
[Map046.json(王宮中央樞紐) | EV011-頁1] (若玩家選擇: 進去) >>>
[Map046.json(王宮中央樞紐) | EV011-頁1] (若玩家選擇: 再繼續探索一下) >>>
[Map050.json(藝術廳) | EV001-頁1] ???: "艾瑟爾加德之淚"
[Map050.json(藝術廳) | EV001-頁1] ???: 一顆散發著幽藍光芒的巨大藍寶石。傳說是第一代王后為了拯救國家
[Map050.json(藝術廳) | EV001-頁1] ???: ，流下的眼淚凝結而成。靠近它時，彷彿能聽見大海的聲音
[Map050.json(藝術廳) | EV002-頁1] ???: 一幅繪製在不知名海獸皮革上的巨型地圖, 其對大陸的描繪精確到令
[Map050.json(藝術廳) | EV002-頁1] ???: 人髮指, 在地圖的右下角還有一段不明所以的描述。「那裡只有龍與
[Map050.json(藝術廳) | EV002-頁1] ???: 風暴」。
[Map050.json(藝術廳) | EV003-頁1] ???: "四季之歌"
[Map050.json(藝術廳) | EV003-頁1] ???: 一系列描繪王國四季變化的風景畫。從春日的繁花到冬
[Map050.json(藝術廳) | EV003-頁1] ???: 日的冰封，細膩地捕捉了這片土地的生命力。
[Map050.json(藝術廳) | EV004-頁1] ???: "四季之歌" 一系列描繪王國四季變化的風景畫。從春日的繁花到冬
[Map050.json(藝術廳) | EV004-頁1] ???: 日的冰封，細膩地捕捉了這片土地的生命力。
[Map050.json(藝術廳) | EV005-頁1] ???: 一幅繪製在不知名海獸皮革上的巨型地圖, 其對大陸的描繪精確到令
[Map050.json(藝術廳) | EV005-頁1] ???: 人髮指, 在地圖的右下角還有一段不明所以的描述。「那裡只有龍與
[Map050.json(藝術廳) | EV005-頁1] ???: 風暴」。
[Map050.json(藝術廳) | EV006-頁1] ???: 第一代國王的畫像, 傳說其生前是一名強大的魔龍騎士。
[Map050.json(藝術廳) | EV007-頁1] ???: 一面看似平平無奇的魔鬼鏡, 由王國最精銳的皇鴉傭兵團成員從魔王
[Map050.json(藝術廳) | EV007-頁1] ???: 城中帶回來。
[Map050.json(藝術廳) | 008-頁1] ???: "星辰編織者 瓦莉瑞亞"
[Map050.json(藝術廳) | 008-頁1] ???: 瓦莉瑞亞是歷史上唯一一位解開「時空禁忌」的法師。她並不效忠於
[Map050.json(藝術廳) | 008-頁1] ???: 任何國王，而是效忠於世界的真理。傳說她曾在乾旱之年，強行扭轉
[Map050.json(藝術廳) | 008-頁1] ???: 了天體運行的軌跡，引導群星之力降下甘霖。
[Map050.json(藝術廳) | EV009-頁1] ???: "艾瑟爾加德之淚"
[Map050.json(藝術廳) | EV009-頁1] ???: 一顆散發著幽藍光芒的巨大藍寶石。傳說是第一代王后為了拯救國家
[Map050.json(藝術廳) | EV009-頁1] ???: ，流下的眼淚凝結而成。靠近它時，彷彿能聽見大海的聲音
[Map050.json(藝術廳) | 010-頁1] ???: "風語者 賽拉斯"
[Map050.json(藝術廳) | 010-頁1] ???: 賽拉斯是王國邊境的守護神。傳說他的視力能穿透雲層，聽覺能捕捉
[Map050.json(藝術廳) | 010-頁1] ???: 十里外落葉的聲音。他最著名的戰績是在千米之外，一箭射穿了意圖
[Map050.json(藝術廳) | 010-頁1] ???: 刺殺國王的敵國將領的頭盔縫隙。
[Map050.json(藝術廳) | 014-頁1] ???: "王者之劍"
[Map050.json(藝術廳) | 014-頁1] ???: 劍身由罕見的「星辰金」鍛造而成，通體呈現出神聖的白金色澤，劍
[Map050.json(藝術廳) | 014-頁1] ???: 脊上銘刻著古老的盧恩符文：「欲戴王冠，必承其重」。
[Map050.json(藝術廳) | 012-頁1] ???: "不屈之壁 奧爾德里克"
[Map050.json(藝術廳) | 012-頁1] ???: 奧爾德里克是王國歷史上最堅固的盾牌。在著名的「七日圍城戰」中
[Map050.json(藝術廳) | 012-頁1] ???: ，當城門被破、守軍潰逃時，他獨自一人站在吊橋上，憑藉一人一盾
[Map050.json(藝術廳) | 012-頁1] ???: 抵擋了敵軍整整三天三夜，直至力竭而亡。
[Map050.json(藝術廳) | 012-頁1] ???: 他的身軀即使在死後依然屹立不倒，成為了忠誠與守護的永恆象徵。
[Map050.json(藝術廳) | 013-頁1] ???: "慈愛聖女 埃拉娜"
[Map050.json(藝術廳) | 013-頁1] ???: 在「黑死瘟疫」席捲大陸的黑暗年代，當國王與貴族都躲入深宮時，
[Map050.json(藝術廳) | 013-頁1] ???: 只有埃拉娜行走在滿是屍體的街道上。她燃燒了自己的生命力，施展
[Map050.json(藝術廳) | 013-頁1] ???: 了禁忌的「星光熠熠」，在一夜之間淨化了整座城市的瘟疫。
[Map050.json(藝術廳) | 013-頁1] ???: 黎明到來時，瘟疫消散，而聖女則化作了無數白色的光點，回歸了女
[Map050.json(藝術廳) | 013-頁1] ???: 神的懷抱。
[Map050.json(藝術廳) | EV017-頁1] ???: 一面看似平平無奇的魔鬼鏡, 由王國最精銳的皇鴉傭兵團成員從魔王
[Map050.json(藝術廳) | EV017-頁1] ???: 城中帶回來。
[Map055.json(僕人宿舍) | EV002-頁1] ???: 僕人們偷來的錢包, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV003-頁1] ???: 僕人們偷來的錢包, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV004-頁1] ???: 僕人們偷來的錢包, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV005-頁1] ???: 僕人們偷來的大盤雞, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV006-頁1] ???: 僕人們偷來的皇室炒麵, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV007-頁1] ???: 僕人們偷來的帝王蟹, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV008-頁1] ???: 僕人們偷來的濃湯, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV009-頁1] ???: 僕人們偷來的酒, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV010-頁1] ???: 僕人們偷來的酒, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV011-頁1] ???: 僕人們偷來的酒, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV012-頁1] ???: 僕人們偷來的酒, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV013-頁1] ???: 僕人們偷來的酒, 被隨意地放在地上。
[Map055.json(僕人宿舍) | EV014-頁1] ???: 僕人們吃光後隨意地放在地上的盤。
[Map055.json(僕人宿舍) | EV017-頁1] ???: 僕人們吃光後隨意地放在地上的盤。
[Map055.json(僕人宿舍) | EV018-頁1] ???: 僕人們吃光後隨意地放在地上的盤。
[Map055.json(僕人宿舍) | EV019-頁1] ???: 僕人們吃光後隨意地放在地上的盤。
[Map057.json(王國武器商店) | EV005-頁1] 武器商人: 歡迎光臨武器店 !
[Map057.json(王國武器商店) | EV005-頁1] 武器商人: 謝謝, 歡迎再次光臨。
[Map058.json(王國道具商店) | EV006-頁1] ???: 獲得200g金幣
[Map058.json(王國道具商店) | 盔甲店商人-頁1] 防具商人: 歡迎光臨防具店！
[Map058.json(王國道具商店) | 盔甲店商人-頁1] 防具商人: 謝謝！歡迎再次光臨！
[Map059.json(王國魔法精品商店) | EV004-頁1] 魔法商人: 歡迎光臨魔法精品商店！
[Map059.json(王國魔法精品商店) | EV004-頁1] 魔法商人: 謝謝！歡迎再次光臨！
[Map059.json(王國魔法精品商店) | EV005-頁1] ???: 找到棉布魔法帽！
[Map060.json(王國道具商店) | EV005-頁1] 道具商人: 歡迎來到道具店！
[Map060.json(王國道具商店) | EV005-頁1] 道具商人: 謝謝！歡迎再次光臨！
[Map060.json(王國道具商店) | 100金1-頁1] ???: 你找到了100\g
[Map060.json(王國道具商店) | 100金2-頁1] ???: 你找到了100\g
[Map061.json(王國神秘商店) | EV007-頁1] ？？？: ....
[Map061.json(王國神秘商店) | EV007-頁1] ？？？: ....
[Map062.json(數八星的房間) | 財寶（1G）-頁1] ???: 找到0\G！
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能開外掛
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能太貪財
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能太貪財
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能太貪財
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能太貪財
[Map062.json(數八星的房間) | 財寶（1G）-頁1] 數學老師西門: 小朋友不能太貪財
[Map062.json(數八星的房間) | EV021-頁2] ???: 迷惑迷宮挑戰已完成
[Map062.json(數八星的房間) | EV022-頁2] ???: 險象環生關卡已完成
[Map062.json(數八星的房間) | EV023-頁2] ???: 人間險惡橋解謎已完成
[Map062.json(數八星的房間) | EV052-頁1] 數八星: (呼吸不穩, 氣勢低迷, 猶如風中殘燭)
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 喂！你看這傢伙，全身都是傷，連站都站不穩了！
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 小心一點, 對方怎麼說也是魔王軍中的四天王。
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 必定還有常人所不知曉的秘密底牌。
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 別忘了那位一直讓我們頭痛的紅龍騎士連最心愛的
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 飛龍也都折在這位天王的手上....
[Map062.json(數八星的房間) | EV052-頁1] 數八星: 你說誰看起來快不行來著？
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: ......
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 小朋友！！！！
[Map062.json(數八星的房間) | EV052-頁1] 數八星: 連自身都難保還有心情去關心別人？
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 可惡, 不對勁, 明明應該已經被焰龍那群家伙重
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 創了才對.... 為什麼？！！
[Map062.json(數八星的房間) | EV052-頁1] 數八星: (不屑)
[Map062.json(數八星的房間) | EV052-頁1] 數八星: 就憑你們這種貨色也想來撿？ 你們是不是
[Map062.json(數八星的房間) | EV052-頁1] 數八星: 對 魔王軍 這三個字......有什麼天大的誤解？
[Map062.json(數八星的房間) | EV052-頁1] 數八星: 想要我的頭？呵...... 聽著, 就算我只剩一口氣
[Map062.json(數八星的房間) | EV052-頁1] 數八星: ，捏死你們這群螻蟻......也綽綽有餘。
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 混帳東西！本大爺的真本領還沒有拿出來呢！
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 幻影分身！
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 高速回旋！
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: 皇鴉！三重擊！！！
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員1: (發現打不過直接帶人跑路)
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 
[Map062.json(數八星的房間) | EV052-頁1] 皇鴉傭兵團成員2: 
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 好......很好！既然沒辦法自動再生，那我就用這
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 殘破的身軀，親手把你們送進地獄！
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 你們這些像老鼠一樣竄來竄去的傢伙，開始讓我感
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 到不愉快了。
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 哼, 雕蟲小計
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: ......不知死活的蟲子。
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: (不屑)
[Map062.json(數八星的房間) | 數八星-頁1] 數八星: 到底是哪裡來的廢物
[Map062.json(數八星的房間) | EV161-頁1] ???: 寶珠解謎已完成
[Map062.json(數八星的房間) | EV164-頁1] 數八星: (呼吸不穩, 氣勢低迷, 猶如風中殘燭)
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 喂！你看這傢伙，全身都是傷，連站都站不穩了！
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員2: 小心一點, 對方怎麼說也是魔王軍中的四天王。
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員2: 必定還有常人所不知曉的秘密底牌。
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員2: 別忘了那位一直讓我們頭痛的紅龍騎士連最心愛的
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員2: 飛龍也都折在這位天王的手上....
[Map062.json(數八星的房間) | EV164-頁1] 數八星: 你說誰看起來快不行來著？
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: ......
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 小朋友！！！！
[Map062.json(數八星的房間) | EV164-頁1] 數八星: 連自身都難保還有心情去關心別人？
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 可惡, 不對勁, 明明應該已經被焰龍那群家伙重
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 創了才對.... 為什麼？！！
[Map062.json(數八星的房間) | EV164-頁1] 數八星: (不屑)
[Map062.json(數八星的房間) | EV164-頁1] 數八星: 就憑你們這種貨色也想來撿？ 你們是不是
[Map062.json(數八星的房間) | EV164-頁1] 數八星: 對 魔王軍 這三個字......有什麼天大的誤解？
[Map062.json(數八星的房間) | EV164-頁1] 數八星: 想要我的頭？呵...... 聽著, 就算我只剩一口氣
[Map062.json(數八星的房間) | EV164-頁1] 數八星: ，捏死你們這群螻蟻......也綽綽有餘。
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 混帳東西！本大爺的真本領還沒有拿出來呢！
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 幻影分身！
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 高速回旋！
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: 皇鴉！三重擊！！！
[Map062.json(數八星的房間) | EV164-頁1] 皇鴉傭兵團成員1: (發現打不過直接帶人跑路)
[Map062.json(數八星的房間) | EV164-頁1] 悠真: 好痛......到底是被誰踢下來的啊？下手這麼重！
[Map062.json(數八星的房間) | EV164-頁1] ???: 遠方隱隱約約傳來陣陣打鬥聲, 但很快戰鬥便停下來了。
[Map062.json(數八星的房間) | EV164-頁1] 悠真: 那陣打鬥聲真是可怕, 也不知道是哪一方贏了。
[Map062.json(數八星的房間) | EV166-頁1] ? ? ?: 不用想了, 肯定是數八星贏了
[Map062.json(數八星的房間) | EV166-頁1] 悠真: 這聲音是......啊！是那時候的會說話的狗狗！
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 什麼狗狗！太沒禮貌了！之前沒機會講，聽好
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 了——我叫杜賓上校。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 好久不見，悠真。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 自我介紹一下, 我是黑貓參謀。
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 嘿嘿, 先不說這個
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 看到你旁邊的紫色火焰了嗎
[Map062.json(數八星的房間) | EV166-頁1] 悠真: 有
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 角落這些紫色火焰。它們燃燒時，會釋放出高濃度
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 的魔力，充滿整個空間, 源源不絕地為數八星提供
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 能量回血。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 簡單說，這整個房間現在就是一個超大型的治療
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 溫泉。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 只要那些紫火還在燒，這傢伙就算只是站在那呼吸
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: ，血條都會一直回複。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 直到他恢復至最巔峰的狀態。
[Map062.json(數八星的房間) | EV166-頁1] 悠真: 啊。那只要把火熄滅就行了？
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 沒錯！你的任務就是去那四個房間解謎，破壞紫色
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 火焰的運作！
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 當它們失效，紫色的魔法火就會退化成普通的紅色
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 火焰。
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 到時候他就不能回血了！我們就能狠狠地教訓他一
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 頓！
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 快去吧夥伴！把那些紫色的火通通變成紅色的！
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 原本我們已經通知了兩名冒險家前來, 不過他們
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 應該還在路上。
[Map062.json(數八星的房間) | EV166-頁1] 黑貓上校: 現在我們就只能靠你了, 我們的變量X。
[Map062.json(數八星的房間) | EV166-頁1] 杜賓上校: 我們相信這些簡單解謎對你來說應該不在話, 就不
